ID,EVALUATION_RATING,REPORTS_TO,FEEDBACK_COMMENT,SATISFACTION_INDEX
100491,4.7,100006,My bosses  provide guidance about our strategy,3.1
100492,4.1,100008,My bosses do not listen to me on generating revenue,3.6
100493,3.7,100006,My peers  listen to me on our vision of the future,4.6
100494,4.6,100009,My bosses  listen to me on our strategy,4.3
100495,3.7,100002,My bosses  support our strategy,3.9
100496,3.3,100014,My bosses  communicate about our vision of the future,3.7
100497,3.6,100003,My peers  communicate about providing better service,3
100498,3.4,100001,My peers do not provide guidance about our strategy,3.8
100499,3.5,100012,My peers do not listen to me on our strategy,4.2
100500,3.2,100014,My peers  communicate about providing better service,3.6
100501,3.2,100001,My bosses  provide guidance about our strategy,3.8
100502,4.4,100014,My bosses  provide guidance about providing better service,4
100503,4.2,100008,My peers  communicate about generating revenue,4
100504,3.5,100003,My bosses do not communicate about our vision of the future,4.6
100505,3.9,100011,My peers  provide guidance about providing better service,3.9
100506,3,100003,My bosses  communicate about generating revenue,4.4
100507,4.2,100010,My peers  provide guidance about providing better service,4.1
100508,3.8,100008,My bosses  listen to me on our vision of the future,4.6
100509,4.4,100002,My peers do not provide guidance about our strategy,3.2
100510,4.7,100013,My peers do not support generating revenue,3.9
100511,3.5,100007,My peers do not provide guidance about providing better service,4.9
100512,3,100006,My peers  provide guidance about generating revenue,3.1
100513,3.8,100004,My bosses  communicate about providing better service,3
100514,3,100002,My bosses  provide guidance about providing better service,4.2
100515,4.6,100005,My bosses do not listen to me on providing better service,4.4
100516,3.6,100009,My peers do not support generating revenue,4.7
100517,3.8,100006,My peers  listen to me on our vision of the future,4.1
100518,4.8,100002,My bosses do not listen to me on generating revenue,4.7
100519,4.3,100005,My bosses do not communicate about our vision of the future,4.3
100520,3.1,100002,My peers  listen to me on our strategy,3.1
100521,3,100011,My peers  communicate about our strategy,4.9
100522,4.1,100007,My peers  provide guidance about generating revenue,3.6
100523,4,100011,My bosses  provide guidance about our strategy,3.2
100524,4.7,100011,My peers do not provide guidance about our vision of the future,4.5
100525,4.1,100003,My bosses do not support our vision of the future,3.4
100526,3,100010,My peers do not provide guidance about generating revenue,3
100527,3.8,100012,My bosses do not listen to me on generating revenue,3.1
100528,4.2,100009,My peers  support providing better service,3.7
100529,3.1,100011,My bosses do not listen to me on our strategy,4.4
100530,3.3,100004,My bosses  listen to me on providing better service,4.4
100531,3.4,100010,My bosses do not communicate about our strategy,4.4
100532,3.5,100004,My bosses  provide guidance about our vision of the future,3.4
100533,3.5,100013,My bosses  listen to me on our vision of the future,4.4
100534,4.7,100009,My bosses do not support our strategy,3.6
100535,3.6,100007,My peers  communicate about generating revenue,4.2
100536,4.9,100007,My bosses  support our vision of the future,3.1
100537,4.9,100012,My peers  listen to me on generating revenue,3.8
100538,3.8,100006,My bosses do not communicate about providing better service,3
100539,4.7,100013,My bosses  listen to me on our vision of the future,3.9
100540,3.4,100001,My peers  support providing better service,4.2
100541,4.5,100013,My peers do not support generating revenue,4.9
100542,3.9,100006,My bosses  support our strategy,4
100543,3.7,100008,My peers do not support our vision of the future,3.9
100544,4.7,100012,My peers do not provide guidance about generating revenue,4.1
100545,3.7,100014,My bosses  listen to me on generating revenue,4
100546,4,100004,My peers  listen to me on generating revenue,4.8
100547,3.7,100011,My bosses do not support generating revenue,4.4
100548,3.5,100012,My peers  communicate about our strategy,3.1
100549,3.2,100011,My bosses do not support our strategy,4.8
100550,4.2,100003,My peers  listen to me on our vision of the future,3.8
100551,3.6,100005,My bosses do not listen to me on our vision of the future,3.5
100552,4.1,100008,My peers  provide guidance about generating revenue,3.5
100553,3.9,100007,My peers  support generating revenue,4.6
100554,4.9,100010,My peers do not provide guidance about our strategy,4.9
100555,3,100012,My bosses do not listen to me on generating revenue,4.4
100556,4.6,100014,My bosses  provide guidance about our vision of the future,4.9
100557,3.7,100006,My peers do not listen to me on generating revenue,4.5
100558,4.7,100006,My bosses  communicate about our vision of the future,3.6
100559,3.7,100006,My peers  listen to me on our vision of the future,4.6
100560,4.2,100008,My bosses do not support our vision of the future,3.6
100561,3,100008,My bosses  listen to me on generating revenue,4.9
100562,4.5,100002,My bosses do not listen to me on providing better service,3.4
100563,4.8,100014,My peers do not listen to me on generating revenue,4.3
100564,4.4,100012,My bosses  listen to me on our vision of the future,4
100565,4.5,100010,My peers  communicate about our vision of the future,3.7
100566,4,100010,My peers do not communicate about generating revenue,3.8
100567,4.3,100004,My bosses  support providing better service,4.6
100568,3.9,100014,My peers  communicate about generating revenue,4.4
100569,4.3,100005,My bosses do not support our strategy,4.1
100570,4.6,100007,My bosses do not communicate about providing better service,3.9
100571,3.5,100014,My peers  communicate about our vision of the future,4.1
100572,4.1,100014,My bosses do not provide guidance about our vision of the future,3.2
100573,4.9,100011,My bosses do not provide guidance about our vision of the future,3.2
100574,3.9,100008,My bosses  support our strategy,4.8
100575,4.6,100002,My bosses do not communicate about our vision of the future,3
100576,3.4,100003,My bosses do not communicate about generating revenue,4.3
100577,3.7,100006,My bosses  provide guidance about generating revenue,3.7
100578,3.1,100003,My bosses do not communicate about our strategy,4.1
100579,4.3,100011,My bosses  support generating revenue,4.5
100580,3.1,100006,My peers do not support providing better service,3.3
100581,3.2,100002,My peers do not provide guidance about our strategy,4.7
100582,4.3,100011,My bosses  support our vision of the future,4
100583,4.4,100005,My bosses  listen to me on our strategy,4.6
100584,3.5,100009,My bosses do not communicate about providing better service,3.9
100585,3.5,100007,My peers  listen to me on providing better service,4.5
100586,3.1,100006,My peers  communicate about our strategy,4.8
100587,4,100013,My bosses do not support generating revenue,3.4
100588,4.7,100012,My peers  communicate about our vision of the future,3.6
100589,4.7,100008,My bosses  provide guidance about our strategy,4.8
100590,3.5,100007,My peers do not communicate about our vision of the future,4.3
100591,4.8,100010,My peers do not communicate about our strategy,3.3
100592,3.4,100007,My bosses do not communicate about generating revenue,3
100593,3.2,100011,My bosses  provide guidance about generating revenue,4.7
100594,3,100006,My peers  provide guidance about our strategy,3.6
100595,4.3,100001,My peers  support our strategy,4.4
100596,4.3,100009,My peers do not support providing better service,3.9
100597,4.1,100014,My bosses do not provide guidance about our strategy,4.4
100598,4.1,100011,My peers  listen to me on our strategy,4.3
100599,4.6,100011,My peers  communicate about generating revenue,3
100600,3,100012,My peers  listen to me on our vision of the future,3.2
100601,4.3,100001,My bosses  support our strategy,4.6
100602,4.7,100004,My peers  communicate about our vision of the future,4.2
100603,4.6,100012,My bosses do not communicate about our vision of the future,3.3
100604,3.2,100007,My peers  provide guidance about generating revenue,3.6
100605,4.9,100004,My peers  support providing better service,4.6
100606,4.4,100012,My peers  support our strategy,3
100607,4.4,100011,My peers do not communicate about our vision of the future,4.4
100608,3,100008,My peers do not listen to me on generating revenue,3.3
100609,4.4,100008,My peers do not listen to me on providing better service,3.9
100610,4.6,100003,My bosses  support providing better service,4.6
100611,4.4,100013,My peers  listen to me on our vision of the future,4.9
100612,3.9,100003,My bosses do not support generating revenue,3.1
100613,3.4,100010,My peers  listen to me on our strategy,4.1
100614,4.1,100013,My peers  provide guidance about our vision of the future,3.9
100615,4.2,100009,My peers do not communicate about providing better service,4.3
100616,4.3,100005,My bosses do not provide guidance about our vision of the future,4.1
100617,4.2,100006,My bosses  communicate about our strategy,4.5
100618,4,100006,My peers do not communicate about our vision of the future,4.6
100619,3.1,100004,My bosses  listen to me on our vision of the future,4.5
100620,4.7,100006,My bosses  listen to me on our strategy,3.3
100621,3.9,100010,My peers do not provide guidance about providing better service,4
100622,4.7,100002,My peers  provide guidance about our vision of the future,3.6
100623,3.6,100007,My peers  provide guidance about providing better service,3.2
100624,3.5,100001,My bosses do not provide guidance about generating revenue,3.2
100625,3.4,100011,My peers  communicate about our vision of the future,4.5
100626,4.8,100002,My peers do not communicate about our vision of the future,4.5
100627,3.1,100002,My peers  provide guidance about generating revenue,3.6
100628,4.1,100011,My peers  listen to me on our strategy,3.2
100629,3.1,100003,My peers  listen to me on providing better service,4.2
100630,4.3,100001,My bosses do not communicate about generating revenue,3.5
